Score_Rank,Number_students,Numb_students_per_Staff,International_Students,Percentage_Female,Percentage_Male,Teaching,Research,Citations,Industry_Income,International_Outlook,Score_Result,Overall_Ranking,Country,University,Rank
288,9694,17.0,8,48,52,33.3,21.1,53.4,36.2,45.9,36.7,35.3,United States,University of Idaho,200 to 300
368,8898,24.2,12,50,50,23.0,26.4,29.3,39.8,49.3,28.3,28.3,Portugal,ISCTE-University Institute of Lisbon,> 300
467,84587,36.4,1,45,55,15.0,7.9,24.9,36.5,35.2,17.9,10.7,Egypt,Menoufia University,> 300
477,23082,8.6,11,45,55,24.1,11.6,9.3,40.3,31.5,16.9,10.7,India,Manipal Academy of Higher Education,> 300
124,12195,18.6,26,34,66,41.8,39.4,76.7,48.3,82.3,54.8,54.8,Finland,Aalto University,100 to 200
295,6882,6.8,13,0,100,27.2,15.9,51.7,64.4,78.7,36.0,35.3,Saudi Arabia,King Fahd University of Petroleum and Minerals,200 to 300
486,19508,37.4,2,55,45,18.8,12.2,11.9,68.0,19.6,16.0,10.7,Turkey,Yeditepe University,> 300
150,28945,11.6,12,52,48,43.1,29.5,82.3,54.0,46.5,51.3,50.1,United States,University of Iowa,100 to 200
471,7810,21.3,10,39,61,31.3,8.2,8.4,34.8,30.6,17.5,10.7,India,University of Mysore,> 300
407,19067,27.3,3,24,76,13.6,9.8,40.2,44.9,54.5,24.3,22.2,Chile,Federico Santa Mar�a Technical University,> 300
115,23057,13.8,33,55,45,35.2,37.5,88.8,38.8,92.2,56.3,56.3,United Kingdom,University of Liverpool,100 to 200
268,48623,12.7,18,62,38,32.9,25.9,53.0,34.8,58.7,38.8,38.8,Czech Republic,Charles University in Prague,200 to 300
197,3198,9.5,0,27,73,23.9,23.5,85.3,70.5,59.7,46.1,44.5,China,Southern University of Science and Technology (SUSTech),100 to 200
174,26521,27.3,30,55,45,24.1,35.5,75.3,47.0,91.1,48.5,46.9,Canada,Simon Fraser University,100 to 200
297,20312,21.9,13,65,35,22.9,18.3,56.1,35.8,76.0,35.8,35.3,Austria,University of Graz,200 to 300
173,20063,53.9,11,57,43,36.8,40.8,65.2,56.2,57.4,48.6,46.9,Germany,University of Potsdam,100 to 200
224,5189,31.1,13,47,53,28.3,38.1,56.6,49.7,68.1,43.3,42.4,Belgium,Hasselt University,200 to 300
146,2610,10.7,3,59,41,38.7,22.4,97.6,35.9,43.1,51.7,50.1,Italy,Vita-Salute San Raffaele University,100 to 200
149,7142,8.1,30,52,48,33.4,23.5,90.3,53.0,78.8,51.4,50.1,Austria,Medical University of Vienna,100 to 200
508,15118,12.6,1,55,45,17.5,8.9,7.8,34.7,35.2,13.8,10.7,Colombia,Pontifical Bolivarian University (UPB) � Medell�n,> 300
342,26105,16.7,9,65,35,21.4,17.7,48.2,35.1,52.6,31.0,28.3,Hungary,E�tv�s Lor�nd University,> 300
30,34519,34.7,17,61,39,68.4,77.0,88.8,100.0,67.2,77.8,77.8,Germany,LMU Munich,0 to 100
328,19087,11.2,14,52,48,36.4,25.2,29.2,35.6,56.4,32.4,28.3,Malaysia,Universiti Teknologi Malaysia,> 300
400,51684,14.0,3,30,70,18.8,13.4,40.8,53.8,23.1,25.0,22.2,China,Wuhan University of Technology,> 300
443,38059,15.9,2,25,75,17.9,16.6,20.8,81.0,24.3,20.4,10.7,China,Southwest Jiaotong University,> 300
509,7158,24.9,4,39,61,14.0,19.4,4.4,44.7,16.9,13.7,10.7,Taiwan,National Chin-Yi University of Technology,> 300
357,24754,19.8,5,52,48,26.9,23.0,37.0,39.4,30.9,29.4,28.3,United States,University of Arkansas,> 300
449,7874,18.1,0,47,53,31.1,10.2,17.2,35.0,17.6,19.7,10.7,India,University of Mumbai,> 300
281,27570,29.7,21,48,52,20.2,27.2,57.1,36.1,69.0,37.4,35.3,Canada,Carleton University,200 to 300
361,850,0.9,0,34,66,25.7,8.8,55.1,34.8,16.9,29.0,28.3,Japan,Nippon Medical School,> 300
441,4659,6.3,4,31,69,24.0,10.7,25.6,36.8,21.6,20.6,10.7,Japan,University of Yamanashi,> 300
382,30614,19.7,8,50,50,14.4,7.5,53.1,34.4,46.6,26.9,22.2,Pakistan,"International Islamic University, Islamabad",> 300
209,22892,7.4,11,32,68,51.5,49.0,34.6,63.0,36.0,44.8,44.5,Japan,Osaka University,200 to 300
476,42573,17.1,0,54,46,19.6,8.7,19.0,41.6,23.2,17.0,10.7,Brazil,Federal University of Rio Grande do Norte (UFRN),> 300
251,51546,18.4,2,0,0,32.0,33.9,56.0,84.1,26.0,40.6,38.8,China,Central South University,200 to 300
313,1274,9.5,0,32,68,31.7,19.5,54.1,35.1,21.5,34.1,28.3,India,"Indian Institute of Science Education and Research, Pune",> 300
479,43446,24.5,1,67,33,29.1,8.8,5.6,34.8,37.0,16.7,10.7,Algeria,University of Tlemcen,> 300
455,23098,14.1,2,49,51,29.2,8.6,18.7,35.3,16.8,19.1,10.7,India,Annamalai University,> 300
224,14749,14.3,25,40,60,33.8,34.3,52.9,39.0,80.1,43.3,42.4,United Kingdom,Loughborough University,200 to 300
529,25018,18.0,0,49,51,17.1,6.9,7.4,34.4,16.8,11.5,10.7,Brazil,Federal University of Mato Grosso do Sul,> 300
285,25747,11.5,17,65,35,30.5,23.5,50.5,50.6,58.4,37.0,35.3,China,East China Normal University,200 to 300
346,15150,18.7,4,0,0,24.0,26.1,39.2,88.0,21.7,30.6,28.3,China,"China University of Petroleum, Beijing",> 300
187,24308,26.1,8,55,45,29.5,34.6,74.4,59.1,54.8,47.1,46.9,South Africa,Stellenbosch University,100 to 200
359,15593,9.5,7,35,65,32.4,22.8,31.1,44.3,28.7,29.2,28.3,Japan,Kobe University,> 300
108,14978,16.1,39,54,46,35.3,37.9,91.8,35.9,93.6,57.4,57.4,United Kingdom,University of Sussex,100 to 200
178,9924,24.4,79,56,44,27.1,22.4,83.0,34.8,99.6,48.1,46.9,Macao,Macau University of Science and Technology,100 to 200
121,27185,19.5,14,0,0,30.0,46.4,85.0,36.6,81.3,55.4,55.4,Sweden,Stockholm University,100 to 200
283,7561,16.4,2,16,84,38.9,28.2,46.6,72.5,16.5,37.2,35.3,India,Indian Institute of Technology Roorkee,200 to 300
434,16126,21.4,3,47,53,17.3,16.7,23.6,74.0,29.2,21.3,10.7,Thailand,King Mongkut�s University of Technology Thonburi,> 300
408,13099,8.0,8,39,61,25.6,16.6,27.0,51.6,28.2,24.2,22.2,Japan,Okayama University,> 300
199,25541,34.7,12,55,45,33.8,29.1,73.4,39.1,53.6,45.9,44.5,Germany,University of Marburg,100 to 200
319,26641,18.8,9,51,49,32.7,21.1,43.3,40.2,43.8,33.4,28.3,United States,Auburn University,> 300
184,879,11.3,15,57,43,15.9,19.9,100.0,34.4,77.7,47.4,46.9,United Kingdom,Brighton and Sussex Medical School,100 to 200
202,41411,17.6,13,52,48,34.0,30.4,69.7,36.0,59.9,45.6,44.5,France,Grenoble Alpes University,200 to 300
275,28725,21.6,7,65,35,18.4,20.9,72.6,44.8,45.3,38.1,35.3,Italy,Catholic University of the Sacred Heart,200 to 300
67,12735,4.0,20,58,42,56.0,40.4,98.8,45.4,57.9,64.0,64.0,United States,Emory University,0 to 100
333,21536,14.3,9,50,50,25.0,20.4,45.8,41.9,47.2,31.9,28.3,United States,Kansas State University,> 300
277,35363,10.8,1,58,42,19.9,8.7,82.6,37.9,46.0,37.8,35.3,Egypt,Suez Canal University,200 to 300
253,22393,40.8,0,59,41,11.9,8.7,100.0,34.4,44.6,40.4,38.8,Egypt,Aswan University,200 to 300
511,72792,21.5,0,52,48,13.3,7.9,14.3,35.3,26.2,13.5,10.7,Mexico,Autonomous University of Sinaloa,> 300
382,7780,12.9,16,58,42,17.3,13.5,40.2,35.3,63.1,26.9,22.2,Portugal,University of Algarve,> 300
452,18361,13.5,1,66,34,19.4,7.7,24.5,34.4,41.1,19.4,10.7,Tunisia,University of Manouba,> 300
234,36660,29.2,4,58,42,25.4,28.7,70.1,36.8,55.0,42.3,38.8,South Africa,University of KwaZulu-Natal,200 to 300
170,25849,17.4,17,44,56,37.2,32.7,73.8,42.1,64.7,49.0,46.9,United States,University at Buffalo,100 to 200
199,12904,15.7,11,55,45,36.7,33.7,69.2,34.4,42.3,45.9,44.5,United States,Boston College,100 to 200
287,31425,35.8,13,28,72,26.2,25.4,55.3,50.8,46.5,36.8,35.3,Italy,Polytechnic University of Turin,200 to 300
312,5733,12.7,22,34,66,20.1,17.7,59.1,36.5,56.2,34.2,28.3,United States,Worcester Polytechnic Institute,> 300
415,9895,21.8,14,43,57,17.6,13.2,27.8,47.3,60.2,23.3,22.2,Estonia,Tallinn University of Technology,> 300
185,20566,17.0,10,57,43,28.5,38.2,71.5,90.6,47.2,47.3,46.9,United States,University of Delaware,100 to 200
241,7019,16.0,6,58,42,30.0,24.7,70.3,40.4,40.6,41.6,38.8,United States,University of Missouri-St Louis,200 to 300
225,10961,16.3,36,47,53,26.9,26.9,63.2,36.8,95.3,43.2,42.4,United Kingdom,Brunel University London,200 to 300
238,14703,21.8,5,36,64,32.4,31.5,56.8,36.5,63.7,41.9,38.8,Israel,Technion Israel Institute of Technology,200 to 300
184,26004,45.8,20,32,68,41.8,45.4,52.4,61.1,53.1,47.4,46.9,Germany,University of Stuttgart,100 to 200
280,4226,10.2,29,22,78,29.4,21.1,48.9,60.9,81.8,37.5,35.3,France,CentraleSup�lec,200 to 300
496,15704,26.8,10,54,46,15.0,12.6,10.6,37.7,34.6,15.0,10.7,Taiwan,Tunghai University,> 300
295,2476,13.5,39,49,51,24.4,19.9,47.9,51.5,94.2,36.0,35.3,New Zealand,Lincoln University,200 to 300
501,8271,18.5,0,36,64,23.3,10.7,7.7,34.7,14.5,14.5,10.7,India,Cochin University of Science and Technology,> 300
524,26215,29.4,2,66,34,12.5,9.3,10.8,35.9,20.9,12.2,10.7,Turkey,Istanbul Medipol University,> 300
34,49165,17.2,10,52,48,68.2,76.2,93.2,46.6,39.1,75.4,75.4,United States,University of Texas at Austin,0 to 100
112,12104,13.7,12,45,55,52.9,46.2,73.5,38.1,55.3,56.9,56.9,United States,University of Notre Dame,100 to 200
117,12399,15.7,39,57,43,30.4,33.3,95.2,45.8,95.7,56.0,56.0,United Kingdom,University of Aberdeen,100 to 200
266,26014,16.3,6,53,47,27.8,25.3,64.1,38.4,38.4,39.0,38.8,United States,"Colorado State University, Fort Collins",200 to 300
378,11779,29.8,5,61,39,17.3,33.7,23.0,100.0,34.1,27.3,22.2,Taiwan,"Asia University, Taiwan",> 300
370,16859,11.3,22,56,44,19.6,16.1,40.9,37.5,55.9,28.1,22.2,Hungary,University of P�cs,> 300
356,20043,22.5,2,0,0,15.7,12.3,56.8,40.1,41.3,29.5,28.3,Croatia,University of Split,> 300
205,13089,18.0,24,50,50,24.3,27.2,72.7,38.5,93.1,45.2,44.5,New Zealand,University of Canterbury,200 to 300
142,2362,8.9,13,48,52,45.2,43.5,63.9,47.0,70.7,52.3,50.1,France,�cole Normale Sup�rieure de Lyon,100 to 200
370,34979,15.9,2,42,58,16.6,12.1,54.6,49.5,25.6,28.1,22.2,China,Fuzhou University,> 300
64,20599,13.2,41,49,51,46.9,52.7,88.8,42.8,93.8,64.6,64.6,United Kingdom,University of Warwick,0 to 100
306,25484,10.6,16,28,72,23.7,17.2,56.9,41.2,59.1,34.8,28.3,Spain,Polytechnic University of Catalonia,> 300
415,20601,20.7,5,45,55,22.9,20.4,23.8,39.6,29.0,23.3,22.2,South Korea,Chonbuk National University,> 300
445,8448,24.6,0,44,56,17.7,13.8,27.8,35.9,18.2,20.1,10.7,Iran,Shahrood University of Technology,> 300
165,9209,12.5,17,32,68,36.1,42.1,60.0,74.1,82.9,49.5,46.9,Sweden,Chalmers University of Technology,100 to 200
222,29311,29.4,17,53,47,28.0,30.8,69.9,36.5,53.4,43.5,42.4,Canada,University of Manitoba,200 to 300
312,12225,23.2,16,70,30,33.0,37.9,27.5,44.3,47.7,34.2,28.3,South Korea,Konkuk University,> 300
385,19803,11.6,29,60,40,36.3,11.3,25.2,37.0,51.6,26.6,22.2,Russian Federation,RUDN University,> 300
109,22622,60.6,24,34,66,50.4,53.9,62.3,92.7,66.2,57.3,57.3,Germany,Technical University of Berlin,100 to 200
282,47886,17.7,12,52,48,25.2,29.8,52.7,39.2,53.8,37.3,35.3,Portugal,University of Lisbon,200 to 300
466,11640,11.4,20,44,56,20.5,12.6,14.9,38.2,34.6,18.0,10.7,Russian Federation,Novosibirsk State Technical University,> 300
484,12922,11.9,1,52,48,18.1,9.3,19.6,34.5,16.0,16.2,10.7,Brazil,Santa Catarina State University,> 300
293,32951,11.6,5,40,60,29.6,33.4,42.7,97.3,26.9,36.2,35.3,China,Southeast University,200 to 300
382,18403,21.4,2,51,49,22.1,19.0,38.0,66.9,19.6,26.9,22.2,Iran,Shahid Beheshti University,> 300
377,5936,13.7,5,55,45,27.0,25.1,20.2,35.5,64.1,27.4,22.2,Egypt,American University in Cairo,> 300
374,28211,10.3,6,54,46,22.0,13.4,43.8,38.6,39.4,27.7,22.2,Spain,University of Zaragoza,> 300
314,33015,20.6,9,46,54,30.8,20.9,46.5,36.2,48.4,34.0,28.3,United States,Texas Tech University,> 300
384,16216,10.8,9,65,35,19.9,14.3,37.1,46.6,55.6,26.7,22.2,Lithuania,Vilnius University,> 300
486,12452,52.1,0,39,61,13.9,8.8,19.1,34.4,34.7,16.0,10.7,Pakistan,PMAS Arid Agriculture University Rawalpindi,> 300
112,32309,34.2,14,42,58,46.5,48.5,73.0,94.1,55.8,56.9,56.9,Germany,TU Dresden,100 to 200
512,8078,6.3,6,72,28,23.2,9.5,3.5,37.9,21.0,13.4,10.7,Russian Federation,Pirogov Russian National Research Medical University,> 300
102,31919,21.0,26,55,45,47.9,48.8,70.3,60.5,87.5,58.2,58.2,Canada,University of Alberta,100 to 200
506,15412,31.4,1,29,71,15.6,10.0,11.6,35.5,26.2,14.0,10.7,Japan,Meijo University,> 300
190,4128,9.6,1,23,77,58.6,55.3,32.4,57.1,20.2,46.8,44.5,India,Indian Institute of Science,100 to 200
323,14510,16.9,15,100,0,29.9,30.8,31.4,69.9,46.7,32.9,28.3,South Korea,Ewha Womans University,> 300
430,15664,14.8,19,53,47,16.2,9.2,27.9,34.9,64.0,21.7,10.7,United Kingdom,University of South Wales,> 300
449,15935,24.4,1,42,58,17.3,15.9,16.0,50.0,48.6,19.7,10.7,Chile,Pontifical Catholic University of Valpara�so,> 300
131,17744,14.6,22,47,53,51.2,52.6,53.0,98.9,58.4,53.9,53.9,South Korea,Yonsei University (Seoul campus),100 to 200
11,20578,6.5,21,52,48,87.5,90.4,98.2,74.0,65.0,89.6,89.6,United States,University of Pennsylvania,0 to 100
338,35086,22.0,8,57,43,25.1,30.1,33.0,41.8,52.0,31.4,28.3,South Africa,University of Pretoria,> 300
268,22873,16.7,2,34,66,14.8,10.8,95.9,36.5,19.2,38.8,38.8,Japan,Teikyo University,200 to 300
348,7090,11.3,26,41,59,24.3,23.7,29.1,84.2,68.9,30.4,28.3,Russian Federation,National University of Science and Technology (MISiS),> 300
290,30799,30.5,8,55,45,23.7,24.4,62.0,35.1,33.9,36.5,35.3,United States,San Diego State University,200 to 300
387,7832,15.5,0,41,59,37.3,10.0,32.6,35.0,20.4,26.4,22.2,India,Sri Venkateswara University,> 300
510,40381,30.2,1,52,48,13.4,10.2,11.3,35.4,29.8,13.6,10.7,Mexico,Michoac�n University of San Nicol�s of Hidalgo,> 300
489,3954,4.7,0,54,46,27.4,7.6,8.5,35.7,23.4,15.7,10.7,Brazil,State University of Santa Cruz,> 300
79,31219,4.3,17,57,43,48.1,44.1,89.6,48.1,85.4,62.1,62.1,Denmark,University of Copenhagen,0 to 100
373,15356,17.0,22,52,48,18.7,14.8,38.7,34.8,70.1,27.8,22.2,United Kingdom,University of Salford,> 300
146,30365,14.2,8,47,53,39.0,34.7,86.4,48.3,33.0,51.7,50.1,United States,University of Utah,100 to 200
224,1142,2.6,1,54,46,26.9,9.6,99.8,40.2,18.1,43.3,42.4,Japan,"University of Occupational and Environmental Health, Japan",200 to 300
449,21908,19.9,4,45,55,22.7,21.1,12.1,46.6,23.0,19.7,10.7,South Korea,Chungnam National University,> 300
457,46096,9.6,2,61,39,18.0,7.1,25.7,34.4,37.2,18.9,10.7,Argentina,National University of Cuyo,> 300
382,10305,11.7,1,50,50,22.0,14.2,39.5,44.1,41.8,26.9,22.2,China,Shantou University,> 300
325,8673,9.0,3,59,41,37.7,10.0,52.6,43.4,20.7,32.7,28.3,Iran,Iran University of Medical Sciences,> 300
72,23342,19.5,15,43,57,57.6,61.2,70.3,97.3,51.1,63.0,63.0,South Korea,Sungkyunkwan University (SKKU),0 to 100
408,16144,18.0,3,0,0,22.9,13.1,35.5,57.2,17.4,24.2,22.2,China,China Pharmaceutical University,> 300
447,3659,2.1,1,59,41,30.3,8.7,20.0,36.4,16.6,19.9,10.7,Japan,Showa University,> 300
121,46642,16.8,10,55,45,54.0,53.8,61.9,57.9,40.0,55.4,55.4,United States,University of Florida,100 to 200
495,5516,13.8,3,37,63,19.5,9.8,12.0,42.1,22.4,15.1,10.7,Japan,Iwate University,> 300
127,22414,22.3,7,55,45,41.3,51.3,71.2,41.8,54.7,54.3,54.3,Israel,Tel Aviv University,100 to 200
525,29921,20.9,1,53,47,13.9,7.4,9.2,34.5,28.2,12.1,10.7,Mexico,University of Sonora,> 300
202,20888,27.0,21,56,44,27.6,38.2,60.5,95.9,70.6,45.6,44.5,Belgium,University of Li�ge,200 to 300
351,25013,22.3,5,56,44,28.5,17.4,43.5,35.4,30.6,30.0,28.3,United States,Ohio University (Main campus),> 300
107,34569,15.5,10,44,56,50.7,48.0,71.8,84.9,57.8,57.6,57.6,China,Nanjing University,100 to 200
369,10472,12.0,4,53,47,36.0,14.4,34.3,36.3,24.6,28.2,22.2,United States,Marquette University,> 300
356,20360,26.4,0,47,53,27.9,19.9,42.2,42.9,19.5,29.5,28.3,Iran,University of Tabriz,> 300
448,6473,7.7,3,37,63,27.4,12.9,17.8,37.6,19.4,19.8,10.7,Japan,Gunma University,> 300
98,61390,15.5,17,64,36,52.0,36.1,88.3,35.6,66.6,58.8,58.8,France,University of Paris,0 to 100
349,8595,14.7,8,59,41,23.6,15.2,48.8,37.8,41.6,30.3,28.3,Spain,University of Lleida,> 300
479,19973,9.7,1,68,32,20.5,8.9,12.5,34.4,43.2,16.7,10.7,Tunisia,University of Monastir,> 300
157,34120,23.6,17,58,42,25.5,32.7,86.0,42.0,81.8,50.4,50.1,Australia,Griffith University,100 to 200
517,4872,13.4,4,36,64,18.0,10.3,6.0,36.6,22.8,12.9,10.7,Japan,Utsunomiya University,> 300
366,1165,10.8,5,11,89,20.8,12.5,41.7,36.0,68.3,28.5,28.3,Japan,The University of Aizu,> 300
173,15196,14.7,23,54,46,27.7,29.6,79.5,44.4,85.4,48.6,46.9,Canada,Dalhousie University,100 to 200
297,16569,19.3,3,57,43,23.9,17.7,66.0,34.4,35.4,35.8,35.3,United States,University of Rhode Island,200 to 300
447,830104,493.5,1,37,63,13.0,24.1,16.5,100.0,17.3,19.9,10.7,Turkey,Anadolu University,> 300
480,19143,11.4,3,49,51,16.3,7.9,20.9,34.8,29.0,16.6,10.7,Japan,Aoyama Gakuin University,> 300
256,18643,8.8,13,28,72,44.2,39.2,34.3,75.3,38.8,40.1,38.8,Japan,Kyushu University,200 to 300
396,42079,25.2,11,58,42,18.6,10.8,40.9,36.7,45.5,25.4,22.2,Spain,University Rey Juan Carlos,> 300
412,9994,15.9,8,27,73,21.8,20.2,22.4,86.7,28.8,23.6,22.2,Taiwan,National Taipei University of Technology,> 300
456,156419,24.0,1,53,47,13.6,7.7,29.6,34.4,38.8,19.0,10.7,Egypt,Zagazig University,> 300
494,5321,9.5,12,55,45,19.8,11.9,5.9,40.5,38.8,15.2,10.7,Czech Republic,Technical University of Liberec,> 300
55,22566,9.0,9,24,76,73.7,78.1,59.9,66.2,33.7,67.7,67.7,Japan,Kyoto University,0 to 100
479,11912,17.2,4,34,66,17.7,13.5,15.7,39.4,21.5,16.7,10.7,South Korea,Seoul National University of Science and Technology (SeoulTech),> 300
4,16135,7.3,23,43,57,92.8,96.4,99.9,66.2,79.5,94.3,94.3,United States,Stanford University,0 to 100
514,12221,33.9,2,41,59,16.0,9.8,10.5,36.4,19.1,13.2,10.7,Japan,Tokyo University of Agriculture,> 300
402,19288,19.1,8,55,45,27.0,14.8,28.7,35.9,36.4,24.8,22.2,Spain,University of Cadiz,> 300
287,44835,16.4,7,54,46,23.4,20.8,68.2,37.5,28.3,36.8,35.3,China,Soochow University,200 to 300
505,38192,29.3,0,67,33,18.5,8.0,11.0,35.5,26.1,14.1,10.7,Thailand,Mahasarakham University,> 300
331,20020,10.4,14,38,62,25.2,16.0,48.9,42.6,53.7,32.1,28.3,Germany,TU Braunschweig,> 300
113,24082,36.6,10,56,44,38.7,42.4,87.5,65.6,61.5,56.8,56.8,Germany,University of W�rzburg,100 to 200
346,20908,10.7,15,68,32,35.6,22.7,26.7,45.7,52.8,30.6,28.3,Malaysia,Universiti Sains Malaysia,> 300
318,27403,33.0,2,57,43,17.6,17.5,59.8,87.9,38.3,33.5,28.3,Italy,University of Calabria,> 300
135,17747,17.2,36,55,45,31.2,35.5,83.7,38.7,96.4,53.3,50.1,United Kingdom,Queen�s University Belfast,100 to 200
